text,label,send_freq,is_night
早上聚会的事情安排好了吗？,0,1.2,0
尊敬的用户，您的QQ账户已被锁定，请点击http://thompson-riddle.xyz/dk2i8vi解锁,1,4.6,1
"Hey Adam Webb, are you free for 旅游 around 18:34:48?",0,1.4,0
今天散步之后，我买了些米饭，你要吗？,0,1.1,0
在吗？我想问一下明天的会议时间？,0,0.3,0
提醒你明天周三记得旅游。,0,0.6,0
警告：您的支付宝出现异常交易，请立即http://keith.cn/6l4rub冻结账户,1,3.3,1
感谢你昨天帮我开会，真是太感谢了！,0,1.5,0
Weather forecast for tomorrow: 刮风. Don't forget 电脑!,0,1.1,0
Did you see the 《活着》? What did you think?,0,1.4,0
Reminder: 讨论工作 tomorrow at 22:35:25.,0,0.6,0
Claim your FREE $10000 gift card! Limited spots. Go to: https://coleman.cc/0hm2x9h Txt STOP to end,1,4.9,0
今天傍晚的会议记得参加。,0,0.2,1
Reminder: 开会 tomorrow at 04:07:02.,0,0.8,0
Security Alert: Unusual login attempt on your QQ account. Secure here: https://clark-huber.net/o41fml462ya7t8,1,3.2,1
明天的天气预报说会刮风，记得带雨伞。,0,1.3,0
您的壮阳保险即将到期，续保享特惠，详情咨询001-531-248-3081x805,1,2.1,0
你好，黄成！周二我们开会，你有空吗？,0,1.4,0
下班后我们在公园见面，可以吗？,0,1.2,0
今天下午的会议记得参加。,0,0.3,0
我刚才看到你发的眼镜，真不错！,0,0.6,0
提醒你明天上午记得运动。,0,0.6,0
Did you see the 《西游记》? What did you think?,0,1.0,0
很久不见，最近过得怎么样？,0,1.5,0
明天的天气预报说会雷雨，记得带钥匙。,0,0.3,0
凌晨吃饭的事情安排好了吗？,0,0.1,1
Can you grab 钱包 on your way?,0,1.2,0
快到清明节了，有什么计划吗？,0,0.3,0
能帮我带一下手机吗？我在电影院等你。,0,0.4,1
Security Alert: Unusual login attempt on your 拼多多 account. Secure here: http://cooper.biz/tzqx5,1,3.8,0
Quick question about the 水杯 from yesterday.,0,1.3,0
Did you see the 《西游记》? What did you think?,0,0.6,0
最新祛皱产品，解决双下巴问题，咨询+1-607-864-3280x74180,1,3.7,0
Invest in 代理 for 45% guaranteed returns! Call 18206172490.,1,1.3,1
周二看电影的事情安排好了吗？,0,0.9,0
投资新机遇：传销项目年回报率31%，咨询电话13174908838,1,4.1,0
Work From Home Opportunity! Earn $1500/day. Apply now: http://robinson.cc/9o3kxf69l7t,1,2.1,1
明天出门记得带书包，天气预报说会冰雹。,0,0.6,0
请问一下那本书的名字？什么时候方便回复我？,0,0.5,0
我已经到超市了，你什么时候到？,0,0.5,0
很久不见，最近过得怎么样？,0,0.7,1
You've won 礼物! Call 670-676-8492x95226 within 中午 hours to claim. Ref:M8TB92,1,5.0,0
Can you grab 手表 on your way?,0,1.5,0
今天上午的会议记得参加。,0,1.1,0
You've won 礼物! Call 13820019437 within 周三 hours to claim. Ref:EV4O61,1,4.2,1
请问一下最近的安排？什么时候方便回复我？,0,1.3,0
Quick question about the 雨伞 from yesterday.,0,0.8,0
我昨天在商场遇到Benjamin Cunningham了！,0,0.5,0
周三散步的事情安排好了吗？,0,1.1,0
快到妇女节了，有什么计划吗？,0,0.0,0
我这边准备好了电脑，你什么时候来取？,0,0.9,0
今天的旅游真开心，下次再约！,0,1.2,0
Claim your FREE $10000 gift card! Limited spots. Go to: http://gold777.info/o09qmyffbut6of Txt STOP to end,1,0.9,0
Can you grab 手机 on your way?,0,1.5,1
Quick question about the 手机 from yesterday.,0,0.5,0
晚上想吃什么？我提议烤肉。,0,0.0,1
"Hey Dawn Rodriguez, are you free for 运动 around 23:59:55?",0,0.6,0
快到国庆节了，有什么计划吗？,0,0.8,0
尊敬的用户，您的银行卡账户已被锁定，请点击https://hester.com/gti39zuxa958ow解锁,1,4.6,1
请问一下上次说的事情？什么时候方便回复我？,0,0.4,0
Security Alert: Unusual login attempt on your 抖音 account. Secure here: http://peterson-vasquez.com/8pwmx8qyaeq,1,2.3,0
下班后我们在餐厅见面，可以吗？,0,0.8,0
能帮我带一下衣服吗？我在超市等你。,0,1.0,1
车子在医院停好了，钥匙我放在书包里了。,0,1.2,0
You've won 现金! Call +1-619-762-3658x264 within 中午 hours to claim. Ref:HNMOXX,1,1.0,0
今天周三的会议记得参加。,0,0.5,0
Weather forecast for tomorrow: 晴天. Don't forget 眼镜!,0,0.8,0
能帮我带一下书包吗？我在公司等你。,0,1.4,0
Security Alert: Unusual login attempt on your 微博 account. Secure here: http://award365.com/8tbvgbuojt996w4,1,1.7,1
"Hey 张玉, are you free for 旅游 around 06:30:48?",0,0.3,0
能帮我带一下手机吗？我在公司等你。,0,0.4,0
特大优惠！相机只需19.9元，限时晚上小时！https://gardner.cn/vyr2jsctnub,1,4.3,1
You've won 积分! Call +1-888-673-2740x6434 within 上午 hours to claim. Ref:2CWSZT,1,4.0,0
晚上想吃什么？我提议烤肉。,0,0.7,0
Invest in 集资 for 38% guaranteed returns! Call 465.873.8990x9684.,1,0.8,1
我这边准备好了眼镜，你什么时候来取？,0,0.5,0
Did you see the 《西游记》? What did you think?,0,0.6,0
你好，王欣！周二我们运动，你有空吗？,0,1.3,0
You've won 优惠券! Call 15373765905 within 周二 hours to claim. Ref:1SV1DS,1,0.5,0
